filename,partition,task,semantic_label,numeric_label
01975.png,val,target,hofburg_imperial_palace,1
09695.png,val,target,hofburg_imperial_palace,1
02505.png,train,target,hofburg_imperial_palace,1
01464.png,val,target,pantheon,0
06335.png,challenge,target,,
10528.png,val,target,pantheon,0
06794.png,train,target,pantheon,0
10894.png,train,target,pantheon,0
01775.png,train,target,hofburg_imperial_palace,1
07085.png,train,target,hofburg_imperial_palace,1
07234.png,challenge,target,,
10872.png,train,target,pantheon,0
04245.png,val,target,hofburg_imperial_palace,1
00254.png,challenge,target,,
06344.png,train,target,pantheon,0
10545.png,val,target,pantheon,0
09824.png,train,target,pantheon,0
09955.png,train,target,hofburg_imperial_palace,1
04164.png,val,target,pantheon,0
00144.png,val,target,pantheon,0
08954.png,val,target,pantheon,0
08985.png,train,target,hofburg_imperial_palace,1
05665.png,val,target,hofburg_imperial_palace,1
11116.png,test,target,pantheon,0
02905.png,train,target,hofburg_imperial_palace,1
03285.png,train,target,hofburg_imperial_palace,1
01014.png,test,target,pantheon,0
03735.png,val,target,hofburg_imperial_palace,1
05764.png,val,target,pantheon,0
02664.png,val,target,pantheon,0
09074.png,train,target,pantheon,0
12480.png,train,target,pantheon,0
12176.png,challenge,target,,
09384.png,train,target,pantheon,0
10787.png,val,target,pantheon,0
03425.png,train,target,hofburg_imperial_palace,1
10398.png,test,target,pantheon,0
01094.png,test,target,pantheon,0
12492.png,val,target,pantheon,0
11654.png,test,target,pantheon,0
03344.png,challenge,target,,
03024.png,train,target,pantheon,0
00825.png,train,target,hofburg_imperial_palace,1
09455.png,test,target,hofburg_imperial_palace,1
02545.png,val,target,hofburg_imperial_palace,1
11782.png,train,target,pantheon,0
00314.png,test,target,pantheon,0
00725.png,val,target,hofburg_imperial_palace,1
10078.png,challenge,target,,
00335.png,challenge,target,,
09875.png,challenge,target,,
00625.png,train,target,hofburg_imperial_palace,1
09415.png,train,target,hofburg_imperial_palace,1
12137.png,test,target,pantheon,0
04555.png,challenge,target,,
03295.png,train,target,hofburg_imperial_palace,1
10039.png,challenge,target,,
07264.png,challenge,target,,
10125.png,test,target,pantheon,0
09225.png,test,target,hofburg_imperial_palace,1
00894.png,challenge,target,,
10718.png,test,target,pantheon,0
09215.png,train,target,hofburg_imperial_palace,1
02825.png,challenge,target,,
01885.png,challenge,target,,
06065.png,challenge,target,,
04224.png,test,target,pantheon,0
06155.png,train,target,hofburg_imperial_palace,1
10729.png,val,target,pantheon,0
00865.png,train,target,hofburg_imperial_palace,1
01865.png,challenge,target,,
07495.png,challenge,target,,
09235.png,train,target,hofburg_imperial_palace,1
01725.png,challenge,target,,
02605.png,train,target,hofburg_imperial_palace,1
10901.png,val,target,pantheon,0
00415.png,challenge,target,,
05225.png,val,target,hofburg_imperial_palace,1
07704.png,challenge,target,,
02424.png,train,target,pantheon,0
02365.png,train,target,hofburg_imperial_palace,1
12306.png,train,target,pantheon,0
10230.png,val,target,pantheon,0
01485.png,challenge,target,,
12390.png,train,target,pantheon,0
01435.png,train,target,hofburg_imperial_palace,1
05804.png,train,target,pantheon,0
03524.png,challenge,target,,
08065.png,val,target,hofburg_imperial_palace,1
03335.png,val,target,hofburg_imperial_palace,1
02005.png,challenge,target,,
07244.png,train,target,pantheon,0
06165.png,train,target,hofburg_imperial_palace,1
10879.png,challenge,target,,
03765.png,train,target,hofburg_imperial_palace,1
11934.png,train,target,pantheon,0
04445.png,val,target,hofburg_imperial_palace,1
10485.png,challenge,target,,
09644.png,val,target,pantheon,0
09725.png,train,target,hofburg_imperial_palace,1
04554.png,challenge,target,,
01045.png,train,target,hofburg_imperial_palace,1
02384.png,train,target,pantheon,0
06085.png,train,target,hofburg_imperial_palace,1
08705.png,train,target,hofburg_imperial_palace,1
01015.png,train,target,hofburg_imperial_palace,1
04255.png,train,target,hofburg_imperial_palace,1
09105.png,challenge,target,,
01695.png,challenge,target,,
00345.png,train,target,hofburg_imperial_palace,1
05905.png,challenge,target,,
10013.png,train,target,pantheon,0
07844.png,test,target,pantheon,0
07135.png,challenge,target,,
09605.png,val,target,hofburg_imperial_palace,1
00564.png,challenge,target,,
11439.png,val,target,pantheon,0
01984.png,test,target,pantheon,0
01444.png,test,target,pantheon,0
10424.png,train,target,pantheon,0
03225.png,test,target,hofburg_imperial_palace,1
05375.png,challenge,target,,
02155.png,challenge,target,,
09745.png,train,target,hofburg_imperial_palace,1
03494.png,train,target,pantheon,0
03685.png,val,target,hofburg_imperial_palace,1
06604.png,test,target,pantheon,0
07325.png,train,target,hofburg_imperial_palace,1
10854.png,challenge,target,,
04635.png,train,target,hofburg_imperial_palace,1
11262.png,val,target,pantheon,0
11029.png,train,target,pantheon,0
08364.png,train,target,pantheon,0
11203.png,challenge,target,,
08415.png,train,target,hofburg_imperial_palace,1
01895.png,challenge,target,,
09884.png,challenge,target,,
06345.png,train,target,hofburg_imperial_palace,1
09534.png,train,target,pantheon,0
05925.png,challenge,target,,
04964.png,train,target,pantheon,0
08114.png,challenge,target,,
04104.png,train,target,pantheon,0
04474.png,val,target,pantheon,0
06014.png,train,target,pantheon,0
03244.png,train,target,pantheon,0
03025.png,train,target,hofburg_imperial_palace,1
04375.png,train,target,hofburg_imperial_palace,1
05165.png,challenge,target,,
06725.png,train,target,hofburg_imperial_palace,1
11449.png,train,target,pantheon,0
12013.png,train,target,pantheon,0
09914.png,train,target,pantheon,0
04774.png,val,target,pantheon,0
07044.png,val,target,pantheon,0
05655.png,challenge,target,,
03304.png,val,target,pantheon,0
05524.png,train,target,pantheon,0
08235.png,train,target,hofburg_imperial_palace,1
04495.png,challenge,target,,
01244.png,train,target,pantheon,0
01735.png,train,target,hofburg_imperial_palace,1
03935.png,val,target,hofburg_imperial_palace,1
04695.png,challenge,target,,
10349.png,train,target,pantheon,0
11484.png,val,target,pantheon,0
08404.png,train,target,pantheon,0
11299.png,train,target,pantheon,0
03385.png,train,target,hofburg_imperial_palace,1
10551.png,challenge,target,,
00205.png,val,target,hofburg_imperial_palace,1
04894.png,challenge,target,,
04945.png,test,target,hofburg_imperial_palace,1
09555.png,challenge,target,,
00375.png,train,target,hofburg_imperial_palace,1
10020.png,test,target,pantheon,0
01385.png,train,target,hofburg_imperial_palace,1
07884.png,val,target,pantheon,0
05575.png,val,target,hofburg_imperial_palace,1
09405.png,challenge,target,,
06874.png,challenge,target,,
10747.png,val,target,pantheon,0
06324.png,test,target,pantheon,0
07025.png,train,target,hofburg_imperial_palace,1
10315.png,challenge,target,,
01515.png,train,target,hofburg_imperial_palace,1
10403.png,train,target,pantheon,0
00395.png,test,target,hofburg_imperial_palace,1
03454.png,test,target,pantheon,0
11760.png,train,target,pantheon,0
03055.png,test,target,hofburg_imperial_palace,1
07705.png,val,target,hofburg_imperial_palace,1
08885.png,val,target,hofburg_imperial_palace,1
06705.png,challenge,target,,
10825.png,train,target,pantheon,0
04125.png,challenge,target,,
11798.png,val,target,pantheon,0
01894.png,train,target,pantheon,0
12029.png,train,target,pantheon,0
00324.png,val,target,pantheon,0
05615.png,train,target,hofburg_imperial_palace,1
02145.png,val,target,hofburg_imperial_palace,1
02465.png,test,target,hofburg_imperial_palace,1
01104.png,challenge,target,,
11259.png,train,target,pantheon,0
01454.png,challenge,target,,
11223.png,train,target,pantheon,0
09895.png,train,target,hofburg_imperial_palace,1
01105.png,val,target,hofburg_imperial_palace,1
02785.png,train,target,hofburg_imperial_palace,1
10482.png,train,target,pantheon,0
06385.png,train,target,hofburg_imperial_palace,1
01965.png,test,target,hofburg_imperial_palace,1
06164.png,train,target,pantheon,0
01995.png,test,target,hofburg_imperial_palace,1
02594.png,train,target,pantheon,0
05815.png,challenge,target,,
07675.png,train,target,hofburg_imperial_palace,1
07594.png,challenge,target,,
02805.png,challenge,target,,
07285.png,train,target,hofburg_imperial_palace,1
07734.png,train,target,pantheon,0
03214.png,val,target,pantheon,0
05004.png,challenge,target,,
00355.png,train,target,hofburg_imperial_palace,1
00065.png,train,target,hofburg_imperial_palace,1
09504.png,val,target,pantheon,0
02744.png,val,target,pantheon,0
01715.png,val,target,hofburg_imperial_palace,1
07074.png,challenge,target,,
00145.png,val,target,hofburg_imperial_palace,1
03634.png,val,target,pantheon,0
06075.png,train,target,hofburg_imperial_palace,1
11363.png,test,target,pantheon,0
10464.png,train,target,pantheon,0
09285.png,test,target,hofburg_imperial_palace,1
02675.png,val,target,hofburg_imperial_palace,1
08554.png,train,target,pantheon,0
01075.png,test,target,hofburg_imperial_palace,1
08195.png,train,target,hofburg_imperial_palace,1
11327.png,val,target,pantheon,0
07014.png,train,target,pantheon,0
08665.png,train,target,hofburg_imperial_palace,1
11685.png,challenge,target,,
02715.png,train,target,hofburg_imperial_palace,1
08795.png,val,target,hofburg_imperial_palace,1
05924.png,test,target,pantheon,0
00285.png,train,target,hofburg_imperial_palace,1
10804.png,train,target,pantheon,0
12344.png,val,target,pantheon,0
01375.png,train,target,hofburg_imperial_palace,1
07095.png,train,target,hofburg_imperial_palace,1
01844.png,challenge,target,,
08215.png,challenge,target,,
08454.png,train,target,pantheon,0
12369.png,val,target,pantheon,0
08014.png,challenge,target,,
09941.png,test,source,petronas_towers,1
06881.png,train,source,petronas_towers,1
07981.png,val,source,petronas_towers,1
09608.png,test,source,gaudi_casa_batllo_barcelona,7
03180.png,train,source,colosseum,0
04447.png,train,source,hagia_sophia,6
02493.png,train,source,museu_nacional_dart_de_catalunya,3
05041.png,train,source,petronas_towers,1
06049.png,train,source,st_stephen_cathedral_vienna,4
09197.png,test,source,hagia_sophia,6
03671.png,train,source,petronas_towers,1
00539.png,train,source,st_stephen_cathedral_vienna,4
05479.png,train,source,st_stephen_cathedral_vienna,4
08702.png,test,source,rialto_bridge,2
08009.png,val,source,st_stephen_cathedral_vienna,4
02360.png,train,source,colosseum,0
06602.png,train,source,rialto_bridge,2
09749.png,test,source,st_stephen_cathedral_vienna,4
07729.png,val,source,st_stephen_cathedral_vienna,4
01450.png,train,source,colosseum,0
09703.png,test,source,museu_nacional_dart_de_catalunya,3
04393.png,train,source,museu_nacional_dart_de_catalunya,3
07490.png,val,source,colosseum,0
01329.png,train,source,st_stephen_cathedral_vienna,4
06728.png,train,source,gaudi_casa_batllo_barcelona,7
03151.png,train,source,petronas_towers,1
09983.png,test,source,museu_nacional_dart_de_catalunya,3
00893.png,train,source,museu_nacional_dart_de_catalunya,3
03832.png,train,source,rialto_bridge,2
00630.png,train,source,colosseum,0
03780.png,train,source,colosseum,0
09438.png,test,source,gaudi_casa_batllo_barcelona,7
00916.png,train,source,berlin_cathedral,5
09762.png,test,source,rialto_bridge,2
04638.png,train,source,gaudi_casa_batllo_barcelona,7
03410.png,train,source,colosseum,0
06660.png,train,source,colosseum,0
01276.png,train,source,berlin_cathedral,5
03962.png,train,source,rialto_bridge,2
02287.png,train,source,hagia_sophia,6
03802.png,train,source,rialto_bridge,2
05469.png,train,source,st_stephen_cathedral_vienna,4
06829.png,train,source,st_stephen_cathedral_vienna,4
09536.png,test,source,berlin_cathedral,5
06909.png,train,source,st_stephen_cathedral_vienna,4
07617.png,val,source,hagia_sophia,6
05962.png,train,source,rialto_bridge,2
06112.png,train,source,rialto_bridge,2
02937.png,train,source,hagia_sophia,6
03931.png,train,source,petronas_towers,1
05791.png,train,source,petronas_towers,1
09493.png,test,source,museu_nacional_dart_de_catalunya,3
09249.png,test,source,st_stephen_cathedral_vienna,4
07412.png,val,source,rialto_bridge,2
02547.png,train,source,hagia_sophia,6
08622.png,test,source,rialto_bridge,2
09582.png,test,source,rialto_bridge,2
02160.png,train,source,colosseum,0
07950.png,val,source,colosseum,0
05230.png,train,source,colosseum,0
06299.png,train,source,st_stephen_cathedral_vienna,4
09239.png,test,source,st_stephen_cathedral_vienna,4
07332.png,val,source,rialto_bridge,2
03566.png,train,source,berlin_cathedral,5
08118.png,val,source,gaudi_casa_batllo_barcelona,7
08502.png,test,source,rialto_bridge,2
08996.png,test,source,berlin_cathedral,5
05187.png,train,source,hagia_sophia,6
07901.png,val,source,petronas_towers,1
04716.png,train,source,berlin_cathedral,5
01219.png,train,source,st_stephen_cathedral_vienna,4
06871.png,train,source,petronas_towers,1
04381.png,train,source,petronas_towers,1
08107.png,val,source,hagia_sophia,6
00086.png,train,source,berlin_cathedral,5
06317.png,train,source,hagia_sophia,6
06046.png,train,source,berlin_cathedral,5
01847.png,train,source,hagia_sophia,6
04708.png,train,source,gaudi_casa_batllo_barcelona,7
06788.png,train,source,gaudi_casa_batllo_barcelona,7
01617.png,train,source,hagia_sophia,6
05478.png,train,source,gaudi_casa_batllo_barcelona,7
04862.png,train,source,rialto_bridge,2
02157.png,train,source,hagia_sophia,6
04223.png,train,source,museu_nacional_dart_de_catalunya,3
00978.png,train,source,gaudi_casa_batllo_barcelona,7
01980.png,train,source,colosseum,0
05713.png,train,source,museu_nacional_dart_de_catalunya,3
07902.png,val,source,rialto_bridge,2
08279.png,val,source,st_stephen_cathedral_vienna,4
00540.png,train,source,colosseum,0
06648.png,train,source,gaudi_casa_batllo_barcelona,7
04999.png,train,source,st_stephen_cathedral_vienna,4
06802.png,train,source,rialto_bridge,2
04741.png,train,source,petronas_towers,1
00492.png,train,source,rialto_bridge,2
05802.png,train,source,rialto_bridge,2
07930.png,val,source,colosseum,0
00683.png,train,source,museu_nacional_dart_de_catalunya,3
09680.png,test,source,colosseum,0
07323.png,val,source,museu_nacional_dart_de_catalunya,3
00877.png,train,source,hagia_sophia,6
05341.png,train,source,petronas_towers,1
09108.png,test,source,gaudi_casa_batllo_barcelona,7
06411.png,train,source,petronas_towers,1
07432.png,val,source,rialto_bridge,2
02828.png,train,source,gaudi_casa_batllo_barcelona,7
01837.png,train,source,hagia_sophia,6
07131.png,val,source,petronas_towers,1
08273.png,val,source,museu_nacional_dart_de_catalunya,3
02792.png,train,source,rialto_bridge,2
06038.png,train,source,gaudi_casa_batllo_barcelona,7
04269.png,train,source,st_stephen_cathedral_vienna,4
02619.png,train,source,st_stephen_cathedral_vienna,4
07847.png,val,source,hagia_sophia,6
07523.png,val,source,museu_nacional_dart_de_catalunya,3
01679.png,train,source,st_stephen_cathedral_vienna,4
00761.png,train,source,petronas_towers,1
08999.png,test,source,st_stephen_cathedral_vienna,4
07923.png,val,source,museu_nacional_dart_de_catalunya,3
04221.png,train,source,petronas_towers,1
07202.png,val,source,rialto_bridge,2
02147.png,train,source,hagia_sophia,6
05430.png,train,source,colosseum,0
02166.png,train,source,berlin_cathedral,5
00800.png,train,source,colosseum,0
09646.png,test,source,berlin_cathedral,5
01322.png,train,source,rialto_bridge,2
09208.png,test,source,gaudi_casa_batllo_barcelona,7
07213.png,val,source,museu_nacional_dart_de_catalunya,3
00573.png,train,source,museu_nacional_dart_de_catalunya,3
