reviewText,unixReviewTime,reviewTime,rating,label
"I basically like all the actors in this movie, and I think they are all playing characters that bring out their best qualities. It was difficult to believe that anyone--I'm talking about ""the idiot brother,"" Ned--could be that naive, but I was willing to go along with it for the first 3/4 of the movie. I got caught up in the turn around though. I just couldn't go for it. Like any other movie, the characters all have their own particular points of view, and generally, there's a ""turn around moment,"" often the climax, where their point of view changes. So anyway, I found that moment in this movie to be lame which made the end of the movie rather unsatisfying.But it was fun overall. It's not the kind of movie I need to see twice, but once was good.",1322870400,"12 3, 2011",4.0,1
Martin Shaw is a great actor. This is the second time I have watched the series.,1461024000,"04 19, 2016",4.0,1
"Too Long but typical European story line, and everything that goes with it.",1424304000,"02 19, 2015",2.0,-1
There are several movies that blend live-action and animation and this is probably my third favorite behind Who Framed Roger Rabbit and Mary Poppins.,1478390400,"11 6, 2016",4.0,1
Did not appreciate the leading lady in this... very disappointing....,1470700800,"08 9, 2016",3.0,0
Can not really rate this product because it was bought as a gift for my father who had it on his wish list,1359936000,"02 4, 2013",3.0,0
Cheesy movie,1517529600,"02 2, 2018",2.0,-1
B movie,1475971200,"10 9, 2016",2.0,-1
horrible,1471737600,"08 21, 2016",1.0,-1
"Michael Caine lovers should own this movie.  It's an early one for him but nevertheless well worth viewing.  If you have seen the remake it's almost essential to see the original.  It has a flavor all of its own.  I liked this current addition having extra features that flesh-out the details of production,  details on the making and actors involved.",1488412800,"03 2, 2017",5.0,1
The actors were good but the ending was off and unclear.  Would I watch again maybe.,1430611200,"05 3, 2015",4.0,1
Great movie.  The color and DVD are excellent,1484352000,"01 14, 2017",4.0,1
Didn't like it.,1476921600,"10 20, 2016",1.0,-1
"I can't understand why anyone would rate this higher than 1 star. I'm glad I bought it for only five dollars. I'm all about anti-censorship but the problem is that this cartoon just wasn't funny or clever. It was just embarrassing. They try way too hard to be ""adult"" and didn't try at all to be well written.",1272067200,"04 24, 2010",1.0,-1
"In the third season, you see the writers of THE OFFICE slowly start to run out of ideas for humour.  Instead, they try to hook you with soap opera.  And they do a pretty good job of it.The show is still funny - often enough to make it a watchable comedy - but it becomes less and less so.  Unfortunately, the show is sometimes too stupid to be funny.",1273276800,"05 8, 2010",3.0,0
It could have been a infinitely better!Only for the most devoted of Trek fans!,956966400,"04 29, 2000",3.0,0
One of my favorites,1529971200,"06 26, 2018",3.0,0
The best was FOLLOW THAT DREAM.  Elvis was a great actor.  It was fun to watch him act stupid (this movie is a comedy).,1466899200,"06 26, 2016",5.0,1
"Love Ed Burns, great movie!! I loved the whole look at the irish catholic family as I am one as well.",1398816000,"04 30, 2014",4.0,1
"I'm a fan of these mega-movie packs and own several of them, so you know that I'm forgiven when it comes to picture and sound quality. That said,I found this set Horrid and a waste of money. You can find these movies out there in better condition so skip this set!!!!!!!",1188432000,"08 30, 2007",1.0,-1
Boring biopic  but it was well acted and gave a good look into Brian Wilson's life.,1466208000,"06 18, 2016",3.0,0
"The whole family enjoyed this movie.  We liked the whole series.  For those who would be concerned, their is a voodoo doll and other supernatural stuff of a dark nature in the storyline.  The actors all do a fine job.  I never thought Johnny Depp made much of  a pirate, but by this movie I was getting used to his silly facial make-up and his character was starting to grow on me.",1355961600,"12 20, 2012",4.0,1
Tried to hard to be the first movie. Not terrible though,1477526400,"10 27, 2016",3.0,0
"Best movie I have seen in many years. 2 fantastic actors, one mutual problem = an everything goes movie with plenty of fun and tears. No spoilers.",1415664000,"11 11, 2014",5.0,1
Excellent,1483315200,"01 2, 2017",5.0,1
GOOD,1456876800,"03 2, 2016",3.0,0
"Nice movie, but I was quite disappointed with the way it ended!",1413158400,"10 13, 2014",3.0,0
"Because in the entire movie, they keep saying she's 16 (but the actress was actually 20 when this movie was made). This movie started out with some apparent promise. As it progressed, I had hoped it would live up to that. Sadly it didn't. The acting was fair, but the girl's parents (and other people) didn't act like compassionate normal human beings. I could understand being angry at the guy who got their daughter pregnant, but in real life, you would at least talk to him and try to get to know him, -for the sake of the child. No humanity in these people though. As in many cases, I might attempt to give it two stars; but I need to knock it down to reality. There are too many people who have mistakenly given it good reviews. Read the two star review by ""K. Harris"". That fairly well sums it up.",1472169600,"08 26, 2016",1.0,-1
"I watched it several weeks ago, just after Phillip Seymour Hoffman died, not because he's in it, which he is not, but to compare it to his portrayal of Capote.  I couldn't compare them, but it's certainly is worth watching both.",1394409600,"03 10, 2014",3.0,0
good western,1453507200,"01 23, 2016",5.0,1
Well done in content and actors. Reveals some of what soldiers face upon return to civilian life. Very appropriate for these times.,1390521600,"01 24, 2014",5.0,1
I did not like the premise or most of the actors. Wasn't a fan of Jake. I'll forget this movie pretty quickly,1421712000,"01 20, 2015",2.0,-1
One ok Charles Bronson's best,1425945600,"03 10, 2015",5.0,1
"This movie is something else you have to have a great sense of humor to watch this, I always enjoy it!",1373241600,"07 8, 2013",5.0,1
"Excellent ""B"" Movie",1461196800,"04 21, 2016",5.0,1
"this movie is not worth getting at all. It is a very poor plot, not well written and the acting sub par. Its not worth the time or money",1390262400,"01 21, 2014",1.0,-1
"Didn't like this movie and thought it was stupid;however, Farrell was great (as usual) in his role.",1486166400,"02 4, 2017",2.0,-1
"When I bought this , I thought it was a dvd. So had to find someone with vhs to use it. It came in great time.",1356307200,"12 24, 2012",3.0,0
such great actors.....but a stinker of a movie.  so bad,1430438400,"05 1, 2015",1.0,-1
"Shot in colour and released in 1957, ""The Curse of Frankenstein"" is, of course, the film that made Hammer Films a household name for horror/thriller movie fans all over the world. To fully appreciate the importance and impact of ""Curse"", you have to look at it in the context of the time when it was made. By the mid-fifties, horror films had long passed their peak in Hollywood--certainly in terms of quality. Black and white ""quickies"", with almost no budget, were being churned out for teenagers to watch at the drive-in ( at least, those who were watching the screen ! ) Shlock-masters like Roger Corman and Bert Gordon were turning out ""masterpieces"" like ""The Wasp Woman"" and ""The Amazing Colossal Man"".Suddenly, we have a small studio in England, making a horror film with excellent production values, gorgeously creepy sets, fine costumes, professional actors and a talented director, Terence Fisher. At the same time, along with a classy look, you add liberal amounts of gore ( certainly by 1950s standards ), and a couple of voluptuous ""damsels in distress"" who can scream lustily when they encounter the monster. It was a winning formula that Hammer would raise to an art form.Peter Cushing plays Baron Von Frankenstein, and his terrific performance dominates the film. His character goes through quite a transformation from curious scientist to an obsessive fiend, determined to ""create life"" at, literally, any cost. His mentor/friend Paul Krempe ( Robert Urquhart )is an enthusiastic assistant at first, but soon becomes alienated by the Baron's frantic and ultimately murderous behaviour. Sometimes body parts are easily available--sometimes you have to be ""creative"" in obtaining them !Of course, this flesh and blood ""jigsaw puzzle"" comes to life in the form of a hideous, pathetic creature played by Christopher Lee, who soon breaks loose, displaying no appreciation whatsoever for being ""born"" ! As I mentioned earlier, two beautiful women ""round out"" the cast. Gorgeous Hazel Court is Elizabeth, the Baron's betrothed, and Valerie Gaunt is Justine the maid. Justine is, as they say in England, the Baron's ""bit on the side""--when she threatens to spill all the Baron's secrets unless he marries her, you just know that her future is ""cloudy"".""Curse"" may not be Hammer's best film, but it put the studio on the map and started an enduring partnership of two very fine actors--Peter Cushing and Christopher Lee.The DVD exhibits good colour, with occasional haziness and mono sound. The extras are sparse--a few notes on other Hammer films, and a trailer. I would have loved some comments from Mr. Lee--sadly Peter Cushing passed away some time ago.Still, if you like classic horror films, ""Curse"" has to be in your collection--its importance cannot be over-estimated. Recommended.A very sad footnote, dated 30 April 2008. Ms. Hazel Court has passed away at age 82. She was most famous for her roles in horror/suspense films produced by the Hammer Studios and also Roger Corman. A talented actress, she always brought glamour and a touch of class to any production she was involved in.",1087430400,"06 17, 2004",4.0,1
Courtney but fun,1454976000,"02 9, 2016",3.0,0
