reviewText,unixReviewTime,reviewTime
"""Deep Rising"" is a kind of action/horror film that you watch on midnight TV. You may not be particularly impressed with the impossible story, but you keep watching because anyway it keeps entertaining in its own way. It is not the greatest horror film in the movie history, but is not the worst either. Director is Stephen Sommers, the guy responsible for much better ""The Mummy.""Treat Williams is an adventurer hired by the group of the pirates led by Wes Studi. Their target is a luxury ocean liner which is just attacked by a man-eating creature(s?) with huge tentacles. It is a typical B-movie premise (though the effects are superb), but it is fun nonetheless. Listen to Treat William's character repeatedly say with a self-mocking tone ""Now what?"" and we all know that we are not supposed to take the film seriously.""Deep Rising"" understands the rules of monster flicks: they need beautiful ladies and some occasional comic touch if possible. Famke Janssen is the beauty and Kevin J. O'Connor provides laughs. The film also includes the supports like Djimon Hounsou, Jason Flemyng and Cliff Curtis, but don't expect character development or something like that. You just don't have one - the good is always good while the bad is always bad - and all that is intentional.I have seen the film in theater about 10 years ago. Then I was not impressed very much (though not disappointed either). Since then I have seen it several times and I started to like it more. It is cheesy fun certainly, but it is still fun.",1200441600,"01 16, 2008"
"I'm not a videogame nut, so I guess I missed this film's 'good' points.  The only redeeming qualities ""Resident Evil-Apocalypse"" has going for it are CGI effects and stunts.  Nonexistent plot, lousy dialogue (lots of cursing), women running around half or completely naked (while all the men are fully clothed).  Even the zombies were far better done in the recent remake of ""Dawn of the Dead"".  Milla Jovovich has yet to make an impression on me in any film she has been in.Movies like this one seem to assume that videogame devotees aren't intelligent enough to deal with such things as decent story, good acting, etc.  Judging by some reviews on this site, maybe the producers of 'Apocalypse' are right.  1 star, and that's stretching it.",1104278400,"12 29, 2004"
"Bad movie, Stupid plot. Some of the movie was decent but other than those parts, this was crap. It has nothing to do with any of the other children of the corn films and he who walks behind the rows isn't even in it. Its a total rip-off. The end.",1257552000,"11 7, 2009"
"It looked like it was filmed in a day with a jumbo bag of stale Fritos, Cheetoes, and two liters of safeway brand Mountain Dew with no fizz at the catering table for food.  I've seen yukky extremely low budget movies before but this one takes the cake.  I had to shut it off after 10-15 mins, as it was so boring and stupid.  The only reason someone gave it more than 1 star was probably due to Holly in a towel or something.  If you want soft core, then watch soft core.  However, if you want a seriously good slasher/gore film, watch *****""Simon Says""******.  Its a new cult classic that has sexy eye candy on top of sexy eye candy for both sides, and is one of the best chop 'n guts movies to ever come out in the last 10 years.  Simon Says is a very high budget, theater quality movie that is currently being shown here on Prime.  What Simon does to that rolled ""fatty"" that as big as a huge salami and how he puts it to the stoner dude is classic and will go down in history as extremely epic.  Watch it just for that, but also watch it because its so good.Now, DONT watch Intrusion.  Its seriously cheap looking and sounding with one of the lowest budgets ever for a movie.  The only horror is how anyone could spend money on making something this bad.  If you watch it, you'll be sorry..",1460937600,"04 18, 2016"
"Not only is the central character in this terrible film self-absorbed and self-indulgent, so is the film itself!  This silly little diddy relies far too much on narration to make its rather inane point.  The script is abyssmal and the actors are mediocre.  The film has the look of a slightly more polished, but certainly not more entertaining, Troma film (the makers of ""Toxic Avenger"" and other cult favorites).  But it possesses none of the skill Troma is known for in telling campy stories.  I wish I hadn't wasted money buying this nonsense.",1263513600,"01 15, 2010"
this movie was boring and lame don't waste your time,1431043200,"05 8, 2015"
Love James Bond and love the bittersweet back story.,1435276800,"06 26, 2015"
disappoint for a Law & Order spin off,1476835200,"10 19, 2016"
Here is a great movie to watch to expand one's library into religious films. Then for me only I wanted to Thank Mark  Burnett and Roma Downey for making such a beautiful film and hope from here that they make more in the future.,1402790400,"06 15, 2014"
A favorite. I now have the full series of Mummy movies.,1477958400,"11 1, 2016"
"The main premise behind the Hunger Games franchise is a flawed and contradictory one, although I doubt that the target audience cares much about that. In this second outing much of the enjoyment comes from seeing the teenage heroes and heroines at last sticking it to the Man. And the people are getting behind them too  finally. Its not quite as gripping as the first film, and it has less satirical bite. It also has a somewhat muddled plot and a hastily wrapped up cliffhanger ending. But as with the first film the cast are excellent, the effects are quite impressive, and its an entertaining enough romp, even if its not quite as profound as it likes to think it is. 3.5/5",1482278400,"12 21, 2016"
"entertaining, not a great show.",1450915200,"12 24, 2015"
"Impossibly slow, slightly interesting, almost pointless, sometimes fascinating. If you enjoy watching paint dry, this is the supernatural series for you.",1407110400,"08 4, 2014"
"Inter-promotional tag-team matchRey Mysterio and Matt Hardy Vs. Chris Masters and Snitsky  Great opening contest. Would have rather seen Edge team up with Masters but he could not due to injury. Hardy and Rey worked very well together. Smackdown wins.Eugene & Jimmy Sunka Vs. Rob Conway & Tyson TomkoWaste of time, but it was good to see Sunka back in the ring. It was also good to see Jim Duggan and Kamala run-in at the end. Snuka and Eugene win.Mankind Vs. CarlitoGreat to see Mick back in a WWE ring. I figured that Cactus Jack would have gotten the vote, but it was Mankind. Foley wins with a ""cool"" version of Socko.World Tag Team Title MatchKane & Big show vs. Lance Cade & Trevor MerdochBig Show and Kane dominate this one. Who will be able to stop them? If the WWE does the right thing, they should be champs for along time.Street FightBatista vs Coach w/ Vader & GoldustWould not call this one a street fight but Batista destroys Coach in just a few minutes. Cool to see Vader back. He needs to lose weight and make a come back. Batista hits him with a spinebuster.Diva Battle RoyalWaste!Intercontinetal Championship - Cage MatchRic Flair vs Triple HBest match of the night. A definite show-stealer! Flair and Hunter brutalize each other. I figure Triple H would win, but the Nature Boy pulls it out.WWE Championship Match - Triple ThreatJohn Cena vs Shawn Michaels vs Kurt AngleAwesome match! John Cena retains the title when he hits the FU on HBK. Great Ending for a greta PPV!",1137542400,"01 18, 2006"
